district_name,doc_type,title,url,adopted,source_page,notes
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2020-2-17.pdf,https://drive.google.com/file/d/1jzLypoSB28OYRVKJ0lj9FjRPh1f0UdB8/view,,https://drive.google.com/drive/folders/1VCur8MjM3sRqczP4gIm3Tdv_r7cU3MPe,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2020-3-2.pdf,https://drive.google.com/file/d/1OcOw83G3p_wOJitF32EGjg9tZed6jaIR/view,,https://drive.google.com/drive/folders/1VCur8MjM3sRqczP4gIm3Tdv_r7cU3MPe,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2020-4-27.pdf,https://drive.google.com/file/d/1JG4WnP8_I53LySbMg6LpyW8tOhcqchsx/view,,https://drive.google.com/drive/folders/1VCur8MjM3sRqczP4gIm3Tdv_r7cU3MPe,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2020-4-3.pdf,https://drive.google.com/file/d/1ZAJXEaehwFycMfmES4OP2FClpGCf2ert/view,,https://drive.google.com/drive/folders/1VCur8MjM3sRqczP4gIm3Tdv_r7cU3MPe,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2020-5-26.pdf,https://drive.google.com/file/d/1qqoq2tCBXG5E-syOEwd5Rf8l6jXdQN3J/view,,https://drive.google.com/drive/folders/1VCur8MjM3sRqczP4gIm3Tdv_r7cU3MPe,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2020-6-16.pdf,https://drive.google.com/file/d/1-v4w4_VlAIrBdtUqFKrrdfXgQyPrXehz/view,,https://drive.google.com/drive/folders/1VCur8MjM3sRqczP4gIm3Tdv_r7cU3MPe,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2020-7-20.pdf,https://drive.google.com/file/d/1XTY0sJt1vCQM8MxxaAoa5RQL1MSpLIMF/view,,https://drive.google.com/drive/folders/1VCur8MjM3sRqczP4gIm3Tdv_r7cU3MPe,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2020-8-18.pdf,https://drive.google.com/file/d/1qyPhZSyGgdeEmMV5EcNkQMGqTtNBILbF/view,,https://drive.google.com/drive/folders/1VCur8MjM3sRqczP4gIm3Tdv_r7cU3MPe,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2020-8-3.pdf,https://drive.google.com/file/d/1Wi2q58k82-jX6Mkpg4Wx5Su8ALBoO_U4/view,,https://drive.google.com/drive/folders/1VCur8MjM3sRqczP4gIm3Tdv_r7cU3MPe,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2020-8-31.pdf,https://drive.google.com/file/d/12M_PMnSLvHl53l0-2ZyjiXLSpC7YRBJV/view,,https://drive.google.com/drive/folders/1VCur8MjM3sRqczP4gIm3Tdv_r7cU3MPe,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2020-9-14.pdf,https://drive.google.com/file/d/1azNblcOcU1jJWYOYlXxRkBcNaj00XNlN/view,,https://drive.google.com/drive/folders/1VCur8MjM3sRqczP4gIm3Tdv_r7cU3MPe,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2020-9-28.pdf,https://drive.google.com/file/d/1JC-e0ZGetf4-GVTKIVen_59WpuUjdGV6/view,,https://drive.google.com/drive/folders/1VCur8MjM3sRqczP4gIm3Tdv_r7cU3MPe,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2021-1-4 .pdf,https://drive.google.com/file/d/1-W0Dd0rgLCtiaA_d1H19N8AgOpBqUKWA/view,,https://drive.google.com/drive/folders/1Selja0Pj5ALg-wduz7keG8QNb_pfQozk,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2021-10-12.pdf,https://drive.google.com/file/d/1we7hUWlr9ogJw0Yr0DbFDCpkcjl4qy1D/view,,https://drive.google.com/drive/folders/1Selja0Pj5ALg-wduz7keG8QNb_pfQozk,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2021-12-6.pdf,https://drive.google.com/file/d/1xkRd1wO7X_1__Be14hLO7wdY8Ia_61YJ/view,,https://drive.google.com/drive/folders/1Selja0Pj5ALg-wduz7keG8QNb_pfQozk,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2021-2-2.pdf,https://drive.google.com/file/d/14X3zgS0QAYhRG_lJM93Q8meblod2ExWG/view,,https://drive.google.com/drive/folders/1Selja0Pj5ALg-wduz7keG8QNb_pfQozk,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2021-3-15.pdf,https://drive.google.com/file/d/1iQsRhwHeJIaR_-24P9VOzouokZ_Yu4t4/view,,https://drive.google.com/drive/folders/1Selja0Pj5ALg-wduz7keG8QNb_pfQozk,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2021-4-20.pdf,https://drive.google.com/file/d/1M36BEJuCGyCj-_O8KYMMlR9MyHIfdcNW/view,,https://drive.google.com/drive/folders/1Selja0Pj5ALg-wduz7keG8QNb_pfQozk,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2021-4-27.pdf,https://drive.google.com/file/d/1UotLYc0mYUR04N6KT1dU-iFMhilq5ekf/view,,https://drive.google.com/drive/folders/1Selja0Pj5ALg-wduz7keG8QNb_pfQozk,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2021-5-11.pdf,https://drive.google.com/file/d/1PQz6olWdIu5AGKGsS1EyjPGs7cAI04Zl/view,,https://drive.google.com/drive/folders/1Selja0Pj5ALg-wduz7keG8QNb_pfQozk,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2021-6-7.pdf,https://drive.google.com/file/d/18243jC2N2k1Sa6yx1bOvC8zdO6nvcdiD/view,,https://drive.google.com/drive/folders/1Selja0Pj5ALg-wduz7keG8QNb_pfQozk,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2021-7-13.pdf,https://drive.google.com/file/d/1Z8b0ODZHzL16KyFvC314tR8C9t6QNAd-/view,,https://drive.google.com/drive/folders/1Selja0Pj5ALg-wduz7keG8QNb_pfQozk,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2021-8-27.pdf,https://drive.google.com/file/d/1_PUT_hmM1MYO_KqkriM6nmXMIuqWM1Pq/view,,https://drive.google.com/drive/folders/1Selja0Pj5ALg-wduz7keG8QNb_pfQozk,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_2021-9-14.pdf,https://drive.google.com/file/d/1x1mTu8KLrQlXe3a5O3pazlT6iia4u40a/view,,https://drive.google.com/drive/folders/1Selja0Pj5ALg-wduz7keG8QNb_pfQozk,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_3-10-2008.pdf,https://drive.google.com/file/d/1WVOxvAV3I7cIEjbT3hY2QSKCIEP7mlRM/view,,https://drive.google.com/drive/folders/1pEIh2bEIbhzMci_jA39EBVGPEaxid_pY,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_3-11-2006.pdf,https://drive.google.com/file/d/1ZY8TuWOQeyLMMXCQWLCbTXE9unqIV58c/view,,https://drive.google.com/drive/folders/1BQFffePkWmUM5AOJ13YHDxH2XsR3bUqj,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_3-11-2006.pdf,https://drive.google.com/file/d/1csCgkLxfbeDPWmMTdWs4g2-D4XDMBIt7/view,,https://drive.google.com/drive/folders/1BQFffePkWmUM5AOJ13YHDxH2XsR3bUqj,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_3-21-2003.pdf,https://drive.google.com/file/d/1rJnUIYcm3-_uvuk6yvZZuafUZpYC8gvd/view,,https://drive.google.com/drive/folders/1gSoC-crkSNprc3V69175PZCN_ci44fjt,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_3-26-2007.pdf,https://drive.google.com/file/d/1pjtq3py7QqxfqjmvyRwL2zDrv6mENVFm/view,,https://drive.google.com/drive/folders/19Pre_zONm0_25YchJm4tcHoZgze0MRS3,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_3-26-2009.pdf,https://drive.google.com/file/d/1ag92cqogOHK_HWntqZ3cf8uy77r3nL08/view,,https://drive.google.com/drive/folders/1bxsuy6bnr2N-cD7v3VcAHCgh9oPXNwTa,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_3-31-2000.pdf,https://drive.google.com/file/d/1ZvMHpf_U2pYhCbF3OOTYOfm_h4lfrjcC/view,,https://drive.google.com/drive/folders/1MDfhN_wx7qOq52FyVC7wEkTzsnO60yc2,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_3-7-2005.pdf,https://drive.google.com/file/d/1MPnYyM3Eoau_Huak7lsOFO701yrpvQU8/view,,https://drive.google.com/drive/folders/1yrQ1DL7Wv7oepYESw15p2Tc13AGqFhM4,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_3-9-2004.pdf,https://drive.google.com/file/d/1qFkSKm7cnumzSaUuWU8Jg9NqAmaflq_i/view,,https://drive.google.com/drive/folders/15-kYKuq9SAbxmL9j58v9pQ_KX2BgqtG1,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_4-10-2006.pdf,https://drive.google.com/file/d/1-Me6Nnn2b47s0ApDHsAqAez81C7HuuHl/view,,https://drive.google.com/drive/folders/1BQFffePkWmUM5AOJ13YHDxH2XsR3bUqj,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_4-10-2006.pdf,https://drive.google.com/file/d/1yNXuXwNQHWQB5C62I6RddTiJzxvATZJp/view,,https://drive.google.com/drive/folders/1BQFffePkWmUM5AOJ13YHDxH2XsR3bUqj,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_4-13-2004.pdf,https://drive.google.com/file/d/1nt_U39cU_X_SzCWZEXRI9ryoYNw_bepq/view,,https://drive.google.com/drive/folders/15-kYKuq9SAbxmL9j58v9pQ_KX2BgqtG1,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_4-13-99.pdf,https://drive.google.com/file/d/1oBGyiUfPoRDQt-8nB0smDD32TU5vosQn/view,,https://drive.google.com/drive/folders/1Bx8TZZxJXOmy0rQ32rljrsbPceCPD9GW,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_4-22-2003.pdf,https://drive.google.com/file/d/1DOuj72IvOzvAAi_GdO2h9eiw72gc7xIu/view,,https://drive.google.com/drive/folders/1gSoC-crkSNprc3V69175PZCN_ci44fjt,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_4-25-2000.pdf,https://drive.google.com/file/d/1T6EB3eXVXgGmTUQwISKUqz1qL08fNKiW/view,,https://drive.google.com/drive/folders/1MDfhN_wx7qOq52FyVC7wEkTzsnO60yc2,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_4-25-2007.pdf,https://drive.google.com/file/d/1T-iLOQEGymFVmtfXER-SiWZX8QGyY21L/view,,https://drive.google.com/drive/folders/19Pre_zONm0_25YchJm4tcHoZgze0MRS3,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_4-29-2002.pdf,https://drive.google.com/file/d/1Jj_1sYcBPUxpwPlHQcfdr5hn7-C60HZ-/view,,https://drive.google.com/drive/folders/1INFkksgOmwaoTallaOB9p_-dMgpWHDEB,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_4-29-2009.pdf,https://drive.google.com/file/d/1Aihu608hNJwjIHYHsMx_4s-0gJO1X8ob/view,,https://drive.google.com/drive/folders/1bxsuy6bnr2N-cD7v3VcAHCgh9oPXNwTa,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_4-30-2008.pdf,https://drive.google.com/file/d/1loluz4DQheN2XckB91ebWldcih8nuCBi/view,,https://drive.google.com/drive/folders/1pEIh2bEIbhzMci_jA39EBVGPEaxid_pY,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_4-6-2005.pdf,https://drive.google.com/file/d/1vA8zcxIwYBCBRBDcWxpyBGw_WgmfrtMs/view,,https://drive.google.com/drive/folders/1yrQ1DL7Wv7oepYESw15p2Tc13AGqFhM4,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_5-1-99.pdf,https://drive.google.com/file/d/13wkiYQ8rdMJXsDJsang8XXQw-g1eh5xg/view,,https://drive.google.com/drive/folders/1Bx8TZZxJXOmy0rQ32rljrsbPceCPD9GW,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_5-10-2009.pdf,https://drive.google.com/file/d/1jWo_CmVSt3KQ8dCWmjWav4BHGVkT-4Kw/view,,https://drive.google.com/drive/folders/1bxsuy6bnr2N-cD7v3VcAHCgh9oPXNwTa,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_5-14-2007.pdf,https://drive.google.com/file/d/1N5vM5WC7yJRNTKEKTbxvLriLiN4wGCkI/view,,https://drive.google.com/drive/folders/19Pre_zONm0_25YchJm4tcHoZgze0MRS3,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_5-16-2005.pdf,https://drive.google.com/file/d/1hZ3QEJtsJXSUkcrChHVBJiqi3RxIKxql/view,,https://drive.google.com/drive/folders/1yrQ1DL7Wv7oepYESw15p2Tc13AGqFhM4,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_5-17-2004.pdf,https://drive.google.com/file/d/1agfke6Rq2r46ZgDRb6NQq6gr-7roHuFU/view,,https://drive.google.com/drive/folders/15-kYKuq9SAbxmL9j58v9pQ_KX2BgqtG1,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_5-20-2002.pdf,https://drive.google.com/file/d/1SD2--pVFQKmfye6RQ5_mh7y5EZr35Onv/view,,https://drive.google.com/drive/folders/1INFkksgOmwaoTallaOB9p_-dMgpWHDEB,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_5-20-2003.pdf,https://drive.google.com/file/d/1Q3vdO8Ninnfh4DnGvs9KqOsGuWlvqxSR/view,,https://drive.google.com/drive/folders/1gSoC-crkSNprc3V69175PZCN_ci44fjt,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_5-20-2008.pdf,https://drive.google.com/file/d/1Rftu_mYDBmqxLlH3HMsYvIh-wzsMxCm-/view,,https://drive.google.com/drive/folders/1pEIh2bEIbhzMci_jA39EBVGPEaxid_pY,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_5-26-2000.pdf,https://drive.google.com/file/d/1erGEKbHAGfe1vg98mo3KaEonXOMBUthp/view,,https://drive.google.com/drive/folders/1MDfhN_wx7qOq52FyVC7wEkTzsnO60yc2,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_5-3-2006.pdf,https://drive.google.com/file/d/1CX5W5xDD3du37JxY6BJ6WYKGF7sQHoQl/view,,https://drive.google.com/drive/folders/1BQFffePkWmUM5AOJ13YHDxH2XsR3bUqj,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_5-3-2006.pdf,https://drive.google.com/file/d/1vzuCcEhVVdqe1fRPHWsZoCLezzc2hwa6/view,,https://drive.google.com/drive/folders/1BQFffePkWmUM5AOJ13YHDxH2XsR3bUqj,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_5-6-2004.pdf,https://drive.google.com/file/d/1gJYItQ_XcR3gdelrYPfgPcYM-AoigL8r/view,,https://drive.google.com/drive/folders/15-kYKuq9SAbxmL9j58v9pQ_KX2BgqtG1,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_6-1-2009.pdf,https://drive.google.com/file/d/19N4V7vb1SVOAFavd6GN2VX_mlI4JlEGB/view,,https://drive.google.com/drive/folders/1bxsuy6bnr2N-cD7v3VcAHCgh9oPXNwTa,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_6-16-2008.pdf,https://drive.google.com/file/d/1TLtPHkrgKTEhXkziHZDQUn2l6ZQGF2B3/view,,https://drive.google.com/drive/folders/1pEIh2bEIbhzMci_jA39EBVGPEaxid_pY,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_6-17-2002.pdf,https://drive.google.com/file/d/1Pjvj9dq7v4Uh8Um133bklgxv-CdTvYGv/view,,https://drive.google.com/drive/folders/1INFkksgOmwaoTallaOB9p_-dMgpWHDEB,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_6-17-2003.pdf,https://drive.google.com/file/d/175xaRGFNi8SwDc-aMSr-I18uJQlv0dLC/view,,https://drive.google.com/drive/folders/1gSoC-crkSNprc3V69175PZCN_ci44fjt,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_6-20-2000.pdf,https://drive.google.com/file/d/13ieY4usVbp8y_iBG4qy0UKnSTzxTLMgG/view,,https://drive.google.com/drive/folders/1MDfhN_wx7qOq52FyVC7wEkTzsnO60yc2,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_6-20-2005.pdf,https://drive.google.com/file/d/1GBwyl2bJCh5qpZidWID2fSdP8GFVF-R-/view,,https://drive.google.com/drive/folders/1yrQ1DL7Wv7oepYESw15p2Tc13AGqFhM4,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_6-26-2006.pdf,https://drive.google.com/file/d/1NwUHJ-_iLz6lb8uMmdXKCEl48vRN6Jrr/view,,https://drive.google.com/drive/folders/1BQFffePkWmUM5AOJ13YHDxH2XsR3bUqj,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_6-26-2006.pdf,https://drive.google.com/file/d/1gGiSE7QjwjlhBDRsJFWsYDFmgBge2HSI/view,,https://drive.google.com/drive/folders/1BQFffePkWmUM5AOJ13YHDxH2XsR3bUqj,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_6-29-2009.pdf,https://drive.google.com/file/d/1OGz-2YVxfXcWsxe-bSrI77UW-mk4c-i5/view,,https://drive.google.com/drive/folders/1bxsuy6bnr2N-cD7v3VcAHCgh9oPXNwTa,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_6-8-99.pdf,https://drive.google.com/file/d/1Ko9sEecmm78U-VAFi37syDJVycKa2p5C/view,,https://drive.google.com/drive/folders/1Bx8TZZxJXOmy0rQ32rljrsbPceCPD9GW,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_7-1-87.pdf,https://drive.google.com/file/d/14JxeG_4LqOseQvkkI49R5idzTqX0JBon/view,,https://drive.google.com/drive/folders/1rud1NlfoRKaV5HD53taEMI0_sEIs0Eud,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_7-11-2005.pdf,https://drive.google.com/file/d/1gEwVhQTG3EsCc8_Q-EwUSe40geKjT9x9/view,,https://drive.google.com/drive/folders/1yrQ1DL7Wv7oepYESw15p2Tc13AGqFhM4,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_7-11-2007.pdf,https://drive.google.com/file/d/1c6VPzOhCBgPXpWish-1RWUmuBdQPJ7g5/view,,https://drive.google.com/drive/folders/19Pre_zONm0_25YchJm4tcHoZgze0MRS3,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_7-12-2004.pdf,https://drive.google.com/file/d/14LRJBLIEz-gB0qMFUHd61-sjdhW2oUeg/view,,https://drive.google.com/drive/folders/15-kYKuq9SAbxmL9j58v9pQ_KX2BgqtG1,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_7-14-2008.pdf,https://drive.google.com/file/d/1LeBwuvlB82epzoEZXpCvGiTtENGIKC6C/view,,https://drive.google.com/drive/folders/1pEIh2bEIbhzMci_jA39EBVGPEaxid_pY,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_7-17-2006.pdf,https://drive.google.com/file/d/1CWJw6kdOAlnDbRcdFNmjtMaxs7_ecF3j/view,,https://drive.google.com/drive/folders/1BQFffePkWmUM5AOJ13YHDxH2XsR3bUqj,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_7-17-2006.pdf,https://drive.google.com/file/d/1Sx4doK6fcN-90qh_YIaUxVbKoR9ypIgk/view,,https://drive.google.com/drive/folders/1BQFffePkWmUM5AOJ13YHDxH2XsR3bUqj,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_7-20-2009.pdf,https://drive.google.com/file/d/1wpavG5os4xEVr5TiNTbSM3v0BcPPDctn/view,,https://drive.google.com/drive/folders/1bxsuy6bnr2N-cD7v3VcAHCgh9oPXNwTa,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_7-23-2007.pdf,https://drive.google.com/file/d/1EsQjkITrJfNXubP_e4IW89-nH8HGM-0R/view,,https://drive.google.com/drive/folders/19Pre_zONm0_25YchJm4tcHoZgze0MRS3,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_7-9-2002.pdf,https://drive.google.com/file/d/1AASICJ0JCbXNyaIWXMKzr9gDd7dggMps/view,,https://drive.google.com/drive/folders/1INFkksgOmwaoTallaOB9p_-dMgpWHDEB,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_8-1-2006.pdf,https://drive.google.com/file/d/1PYmZfZwoYkOWNLwYQFrSrgQHSjkrMoCU/view,,https://drive.google.com/drive/folders/1BQFffePkWmUM5AOJ13YHDxH2XsR3bUqj,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_8-1-2006.pdf,https://drive.google.com/file/d/1d8EQgnU1K1MQTrY8fS0PhozeowvwQ7_2/view,,https://drive.google.com/drive/folders/1BQFffePkWmUM5AOJ13YHDxH2XsR3bUqj,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_8-15-2000.pdf,https://drive.google.com/file/d/151vDZl-gkSFpO6NfBem4yrd3sHm8iFuV/view,,https://drive.google.com/drive/folders/1MDfhN_wx7qOq52FyVC7wEkTzsnO60yc2,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_8-22-2005.pdf,https://drive.google.com/file/d/1ZfNW3Z18nyDTChwrlfTBCi3cK1-Pjym1/view,,https://drive.google.com/drive/folders/1yrQ1DL7Wv7oepYESw15p2Tc13AGqFhM4,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_8-25-2008.pdf,https://drive.google.com/file/d/18iF_ZU2o8rlM72mngq1ETOGvQYqs4zrp/view,,https://drive.google.com/drive/folders/1pEIh2bEIbhzMci_jA39EBVGPEaxid_pY,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
Norwich Fire District 1,minutes,PC_MINUTES_APPROVED_8-3-99.pdf,https://drive.google.com/file/d/1PEPh2FZP7iz5zvnQXXv3RG5ky7k8is3u/view,,https://drive.google.com/drive/folders/1Bx8TZZxJXOmy0rQ32rljrsbPceCPD9GW,"From the district-published public Google Drive (root), linked from norwich.vt.us as official public documents."
